Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2024-05-05 21:29:51.786,11866.0,223.0,5,98.0,False,0,car,0 days 00:00:11.427000,0 days 02:22:11.018000,616.7322222222222
2024-05-05 21:29:52.066,10624.0,227.0,5,98.0,False,0,car,0 days 00:00:11.707000,0 days 02:22:11.298000,634.3877777777778
2024-05-05 21:29:52.226,10805.0,231.0,6,98.0,False,0,car,0 days 00:00:11.867000,0 days 02:22:11.458000,644.6544444444445
2024-05-05 21:29:52.546,10918.0,237.0,6,98.0,False,0,car,0 days 00:00:12.187000,0 days 02:22:11.778000,665.7211111111111
2024-05-05 21:29:52.787,11157.0,243.0,6,98.0,False,0,car,0 days 00:00:12.428000,0 days 02:22:12.019000,681.9886111111111
2024-05-05 21:29:52.987,11353.0,246.0,6,98.0,False,0,car,0 days 00:00:12.628000,0 days 02:22:12.219000,695.6552777777778
2024-05-05 21:29:53.427,11701.0,253.0,6,98.0,False,0,car,0 days 00:00:13.068000,0 days 02:22:12.659000,726.5775
2024-05-05 21:29:53.787,10417.0,260.0,7,98.0,False,0,car,0 days 00:00:13.428000,0 days 02:22:13.019000,752.5775000000001
2024-05-05 21:29:54.107,10667.0,265.0,7,98.0,False,0,car,0 days 00:00:13.748000,0 days 02:22:13.339000,776.1330555555555
2024-05-05 21:29:54.387,10825.0,269.0,7,98.0,False,0,car,0 days 00:00:14.028000,0 days 02:22:13.619000,797.0552777777779
2024-05-05 21:29:54.787,11023.0,275.0,7,98.0,False,0,car,0 days 00:00:14.428000,0 days 02:22:14.019000,827.6108333333334
2024-05-05 21:29:54.947,11120.0,276.0,7,98.0,False,0,car,0 days 00:00:14.588000,0 days 02:22:14.179000,839.8774999999999
2024-05-05 21:29:55.267,11239.0,280.0,7,98.0,False,0,car,0 days 00:00:14.908000,0 days 02:22:14.499000,864.7663888888889
2024-05-05 21:29:55.587,11304.0,285.0,7,98.0,False,0,car,0 days 00:00:15.228000,0 days 02:22:14.819000,890.0997222222222
2024-05-05 21:29:55.827,11449.0,286.0,7,98.0,False,0,car,0 days 00:00:15.468000,0 days 02:22:15.059000,909.166388888889
2024-05-05 21:29:56.027,11514.0,287.0,7,98.0,False,0,car,0 days 00:00:15.668000,0 days 02:22:15.259000,925.1108333333333
2024-05-05 21:29:56.227,11609.0,290.0,7,98.0,False,0,car,0 days 00:00:15.868000,0 days 02:22:15.459000,941.2219444444445
2024-05-05 21:29:56.507,11651.0,292.0,7,98.0,False,0,car,0 days 00:00:16.148000,0 days 02:22:15.739000,963.9330555555556
2024-05-05 21:29:56.747,11762.0,294.0,7,98.0,False,0,car,0 days 00:00:16.388000,0 days 02:22:15.979000,983.5330555555557
2024-05-05 21:29:56.987,11738.0,295.0,7,98.0,False,0,car,0 days 00:00:16.628000,0 days 02:22:16.219000,1003.1997222222222
2024-05-05 21:29:57.227,11738.0,295.0,7,98.0,False,0,car,0 days 00:00:16.868000,0 days 02:22:16.459000,1022.8663888888888
2024-05-05 21:29:57.507,11454.0,294.0,7,9.0,False,0,car,0 days 00:00:17.148000,0 days 02:22:16.739000,1045.7330555555554
2024-05-05 21:29:57.747,11436.0,287.0,7,0.0,True,0,car,0 days 00:00:17.388000,0 days 02:22:16.979000,1064.8663888888889
2024-05-05 21:29:58.026,12216.0,275.0,6,0.0,True,0,car,0 days 00:00:17.667000,0 days 02:22:17.258000,1086.1788888888889
2024-05-05 21:29:58.226,11890.0,268.0,6,0.0,True,0,car,0 days 00:00:17.867000,0 days 02:22:17.458000,1101.0677777777778
2024-05-05 21:29:58.466,11623.0,260.0,6,1.0,False,0,car,0 days 00:00:18.107000,0 days 02:22:17.698000,1118.401111111111
2024-05-05 21:29:58.706,11259.0,255.0,6,6.0,False,0,car,0 days 00:00:18.347000,0 days 02:22:17.938000,1135.4011111111113
2024-05-05 21:29:58.906,11020.0,248.0,6,12.0,False,0,car,0 days 00:00:18.547000,0 days 02:22:18.138000,1149.178888888889
2024-05-05 21:29:59.106,11059.0,243.0,6,45.0,False,0,car,0 days 00:00:18.747000,0 days 02:22:18.338000,1162.678888888889
2024-05-05 21:29:59.306,11059.0,242.0,6,68.0,False,0,car,0 days 00:00:18.947000,0 days 02:22:18.538000,1176.1233333333334
2024-05-05 21:29:59.507,11038.0,242.0,6,76.0,False,0,car,0 days 00:00:19.148000,0 days 02:22:18.739000,1189.6350000000002
2024-05-05 21:29:59.787,10939.0,244.0,6,11.0,False,0,car,0 days 00:00:19.428000,0 days 02:22:19.019000,1208.612777777778
2024-05-05 21:30:00.027,10977.0,239.0,6,0.0,False,0,car,0 days 00:00:19.668000,0 days 02:22:19.259000,1224.5461111111113
2024-05-05 21:30:00.267,11643.0,234.0,6,0.0,False,0,car,0 days 00:00:19.908000,0 days 02:22:19.499000,1240.1461111111114
2024-05-05 21:30:00.467,11555.0,228.0,5,0.0,False,0,car,0 days 00:00:20.108000,0 days 02:22:19.699000,1252.812777777778
2024-05-05 21:30:00.707,11337.0,220.0,5,1.0,False,0,car,0 days 00:00:20.348000,0 days 02:22:19.939000,1267.4794444444444
2024-05-05 21:30:00.947,11188.0,216.0,5,17.0,False,0,car,0 days 00:00:20.588000,0 days 02:22:20.179000,1281.8794444444445
2024-05-05 21:30:01.307,11358.0,213.0,5,76.0,False,0,car,0 days 00:00:20.948000,0 days 02:22:20.539000,1303.1794444444445
2024-05-05 21:30:01.587,11600.0,213.0,5,96.0,False,0,car,0 days 00:00:21.228000,0 days 02:22:20.819000,1319.7461111111113
2024-05-05 21:30:01.867,11809.0,220.0,5,98.0,False,0,car,0 days 00:00:21.508000,0 days 02:22:21.099000,1336.8572222222222
2024-05-05 21:30:02.227,11848.0,231.0,5,98.0,False,0,car,0 days 00:00:21.868000,0 days 02:22:21.459000,1359.957222222222
2024-05-05 21:30:02.427,12148.0,232.0,5,76.0,False,0,car,0 days 00:00:22.068000,0 days 02:22:21.659000,1372.8461111111112
2024-05-05 21:30:02.667,12142.0,232.0,5,53.0,False,0,car,0 days 00:00:22.308000,0 days 02:22:21.899000,1388.3127777777777
2024-05-05 21:30:02.987,12045.0,230.0,5,46.0,False,0,car,0 days 00:00:22.628000,0 days 02:22:22.219000,1408.7572222222223
2024-05-05 21:30:03.187,12001.0,229.0,5,46.0,False,0,car,0 days 00:00:22.828000,0 days 02:22:22.419000,1421.4794444444444
2024-05-05 21:30:03.387,11939.0,228.0,5,50.0,False,0,car,0 days 00:00:23.028000,0 days 02:22:22.619000,1434.146111111111
2024-05-05 21:30:03.627,11925.0,227.0,5,55.0,False,0,car,0 days 00:00:23.268000,0 days 02:22:22.859000,1449.2794444444444
2024-05-05 21:30:04.067,11300.0,223.0,5,0.0,True,0,car,0 days 00:00:23.708000,0 days 02:22:23.299000,1476.5349999999999
2024-05-05 21:30:04.427,10719.0,209.0,5,0.0,True,0,car,0 days 00:00:24.068000,0 days 02:22:23.659000,1497.435
2024-05-05 21:30:04.826,11330.0,193.0,4,0.0,True,0,car,0 days 00:00:24.467000,0 days 02:22:24.058000,1518.825833333333
2024-05-05 21:30:05.106,10791.0,182.0,4,0.0,True,0,car,0 days 00:00:24.747000,0 days 02:22:24.338000,1532.9813888888887
2024-05-05 21:30:05.306,12191.0,179.0,3,0.0,True,0,car,0 days 00:00:24.947000,0 days 02:22:24.538000,1542.925833333333
2024-05-05 21:30:05.466,11824.0,172.0,3,0.0,True,0,car,0 days 00:00:25.107000,0 days 02:22:24.698000,1550.5702777777774
2024-05-05 21:30:05.626,11461.0,169.0,3,0.0,True,0,car,0 days 00:00:25.267000,0 days 02:22:24.858000,1558.0813888888886
2024-05-05 21:30:05.786,11109.0,161.0,3,0.0,True,0,car,0 days 00:00:25.427000,0 days 02:22:25.018000,1565.2369444444441
2024-05-05 21:30:06.027,10669.0,154.0,3,0.0,True,0,car,0 days 00:00:25.668000,0 days 02:22:25.259000,1575.5463888888885
2024-05-05 21:30:06.227,10276.0,151.0,3,0.0,True,0,car,0 days 00:00:25.868000,0 days 02:22:25.459000,1583.9352777777774
2024-05-05 21:30:06.547,9719.0,144.0,3,0.0,True,0,car,0 days 00:00:26.188000,0 days 02:22:25.779000,1596.7352777777774
2024-05-05 21:30:06.907,9352.0,132.0,3,0.0,False,0,car,0 days 00:00:26.548000,0 days 02:22:26.139000,1609.9352777777774
2024-05-05 21:30:07.347,8988.0,127.0,3,0.0,False,0,car,0 days 00:00:26.988000,0 days 02:22:26.579000,1625.4574999999998
2024-05-05 21:30:07.547,9195.0,125.0,3,2.0,False,0,car,0 days 00:00:27.188000,0 days 02:22:26.779000,1632.401944444444
2024-05-05 21:30:07.947,9779.0,131.0,3,51.0,False,0,car,0 days 00:00:27.588000,0 days 02:22:27.179000,1646.9574999999998
2024-05-05 21:30:08.267,10423.0,138.0,3,58.0,False,0,car,0 days 00:00:27.908000,0 days 02:22:27.499000,1659.2241666666664
2024-05-05 21:30:08.427,10671.0,142.0,3,61.0,False,0,car,0 days 00:00:28.068000,0 days 02:22:27.659000,1665.5352777777775
2024-05-05 21:30:08.787,11732.0,155.0,3,98.0,False,0,car,0 days 00:00:28.428000,0 days 02:22:28.019000,1681.0352777777775
2024-05-05 21:30:09.027,10892.0,164.0,3,98.0,False,0,car,0 days 00:00:28.668000,0 days 02:22:28.259000,1691.9686111111107
2024-05-05 21:30:09.187,10836.0,169.0,4,98.0,False,0,car,0 days 00:00:28.828000,0 days 02:22:28.419000,1699.4797222222219
2024-05-05 21:30:09.387,11139.0,178.0,4,98.0,False,0,car,0 days 00:00:29.028000,0 days 02:22:28.619000,1709.3686111111108
2024-05-05 21:30:09.787,10388.0,196.0,5,98.0,False,0,car,0 days 00:00:29.428000,0 days 02:22:29.019000,1731.1463888888886
2024-05-05 21:30:09.947,10782.0,200.0,5,98.0,False,0,car,0 days 00:00:29.588000,0 days 02:22:29.179000,1740.0352777777775
2024-05-05 21:30:10.187,11124.0,210.0,5,98.0,False,0,car,0 days 00:00:29.828000,0 days 02:22:29.419000,1754.0352777777775
2024-05-05 21:30:10.347,11410.0,210.0,5,98.0,False,0,car,0 days 00:00:29.988000,0 days 02:22:29.579000,1763.3686111111108
2024-05-05 21:30:10.627,11525.0,221.0,5,98.0,False,0,car,0 days 00:00:30.268000,0 days 02:22:29.859000,1780.5574999999997
2024-05-05 21:30:11.027,10731.0,232.0,6,98.0,False,0,car,0 days 00:00:30.668000,0 days 02:22:30.259000,1806.3352777777773
2024-05-05 21:30:11.227,10908.0,237.0,6,98.0,False,0,car,0 days 00:00:30.868000,0 days 02:22:30.459000,1819.5019444444438
2024-05-05 21:30:11.426,11093.0,241.0,6,98.0,False,0,car,0 days 00:00:31.067000,0 days 02:22:30.658000,1832.8238888888884
2024-05-05 21:30:11.586,11227.0,245.0,6,98.0,False,0,car,0 days 00:00:31.227000,0 days 02:22:30.818000,1843.7127777777773
2024-05-05 21:30:11.786,11292.0,249.0,6,98.0,False,0,car,0 days 00:00:31.427000,0 days 02:22:31.018000,1857.5461111111106
2024-05-05 21:30:12.026,11572.0,252.0,6,98.0,False,0,car,0 days 00:00:31.667000,0 days 02:22:31.258000,1874.3461111111108
2024-05-05 21:30:12.266,11261.0,255.0,6,98.0,False,0,car,0 days 00:00:31.907000,0 days 02:22:31.498000,1891.3461111111108
2024-05-05 21:30:12.667,10583.0,262.0,7,98.0,False,0,car,0 days 00:00:32.308000,0 days 02:22:31.899000,1920.5299999999997
2024-05-05 21:30:12.867,10702.0,264.0,7,99.0,False,0,car,0 days 00:00:32.508000,0 days 02:22:32.099000,1935.1966666666667
2024-05-05 21:30:13.067,10739.0,268.0,7,99.0,False,0,car,0 days 00:00:32.708000,0 days 02:22:32.299000,1950.0855555555552
2024-05-05 21:30:13.227,10870.0,271.0,7,99.0,False,0,car,0 days 00:00:32.868000,0 days 02:22:32.459000,1962.1299999999999
2024-05-05 21:30:13.387,10974.0,273.0,7,99.0,False,0,car,0 days 00:00:33.028000,0 days 02:22:32.619000,1974.2633333333329
2024-05-05 21:30:13.627,11087.0,276.0,7,99.0,False,0,car,0 days 00:00:33.268000,0 days 02:22:32.859000,1992.663333333333
2024-05-05 21:30:13.827,11213.0,279.0,7,99.0,False,0,car,0 days 00:00:33.468000,0 days 02:22:33.059000,2008.1633333333332
2024-05-05 21:30:13.987,11309.0,281.0,7,99.0,False,0,car,0 days 00:00:33.628000,0 days 02:22:33.219000,2020.6522222222218
2024-05-05 21:30:14.267,11286.0,283.0,7,99.0,False,0,car,0 days 00:00:33.908000,0 days 02:22:33.499000,2042.663333333333
2024-05-05 21:30:14.427,11371.0,284.0,7,99.0,False,0,car,0 days 00:00:34.068000,0 days 02:22:33.659000,2055.2855555555548
2024-05-05 21:30:14.627,11418.0,286.0,7,99.0,False,0,car,0 days 00:00:34.268000,0 days 02:22:33.859000,2071.174444444444
2024-05-05 21:30:14.947,11588.0,288.0,7,99.0,False,0,car,0 days 00:00:34.588000,0 days 02:22:34.179000,2096.774444444444
2024-05-05 21:30:15.387,11655.0,292.0,7,98.0,False,0,car,0 days 00:00:35.028000,0 days 02:22:34.619000,2132.4633333333327
2024-05-05 21:30:15.587,11710.0,293.0,7,98.0,False,0,car,0 days 00:00:35.228000,0 days 02:22:34.819000,2148.7411111111105
2024-05-05 21:30:15.827,11577.0,294.0,7,98.0,False,0,car,0 days 00:00:35.468000,0 days 02:22:35.059000,2168.341111111111
2024-05-05 21:30:16.027,10430.0,295.0,8,98.0,False,0,car,0 days 00:00:35.668000,0 days 02:22:35.259000,2184.7299999999996
2024-05-05 21:30:16.347,10467.0,295.0,8,98.0,False,0,car,0 days 00:00:35.988000,0 days 02:22:35.579000,2210.9522222222217
2024-05-05 21:30:16.587,10465.0,297.0,8,98.0,False,0,car,0 days 00:00:36.228000,0 days 02:22:35.819000,2230.752222222222
2024-05-05 21:30:16.947,10527.0,299.0,8,99.0,False,0,car,0 days 00:00:36.588000,0 days 02:22:36.179000,2260.652222222222
2024-05-05 21:30:17.347,10616.0,301.0,8,98.0,False,0,car,0 days 00:00:36.988000,0 days 02:22:36.579000,2294.0966666666664
2024-05-05 21:30:17.547,10613.0,301.0,8,98.0,False,0,car,0 days 00:00:37.188000,0 days 02:22:36.779000,2310.818888888889
2024-05-05 21:30:17.827,10672.0,303.0,8,99.0,False,0,car,0 days 00:00:37.468000,0 days 02:22:37.059000,2334.3855555555556
2024-05-05 21:30:18.026,10712.0,303.0,8,99.0,False,0,car,0 days 00:00:37.667000,0 days 02:22:37.258000,2351.134722222222
2024-05-05 21:30:18.186,10757.0,305.0,8,99.0,False,0,car,0 days 00:00:37.827000,0 days 02:22:37.418000,2364.6902777777773
2024-05-05 21:30:18.426,10777.0,306.0,8,98.0,False,0,car,0 days 00:00:38.067000,0 days 02:22:37.658000,2385.0902777777774
2024-05-05 21:30:18.626,10805.0,306.0,8,99.0,False,0,car,0 days 00:00:38.267000,0 days 02:22:37.858000,2402.090277777778
2024-05-05 21:30:18.786,10826.0,306.0,8,99.0,False,0,car,0 days 00:00:38.427000,0 days 02:22:38.018000,2415.6902777777777
2024-05-05 21:30:18.946,10834.0,307.0,8,99.0,False,0,car,0 days 00:00:38.587000,0 days 02:22:38.178000,2429.3347222222224
2024-05-05 21:30:19.227,10842.0,307.0,8,99.0,False,0,car,0 days 00:00:38.868000,0 days 02:22:38.459000,2453.297777777778
2024-05-05 21:30:19.507,10848.0,308.0,8,99.0,False,0,car,0 days 00:00:39.148000,0 days 02:22:38.739000,2477.2533333333336
2024-05-05 21:30:19.787,10883.0,308.0,8,99.0,False,0,car,0 days 00:00:39.428000,0 days 02:22:39.019000,2501.2088888888884
2024-05-05 21:30:19.947,10864.0,308.0,8,99.0,False,0,car,0 days 00:00:39.588000,0 days 02:22:39.179000,2514.8977777777777
2024-05-05 21:30:20.307,10879.0,308.0,8,99.0,False,0,car,0 days 00:00:39.948000,0 days 02:22:39.539000,2545.6977777777774
2024-05-05 21:30:20.467,10870.0,308.0,8,99.0,False,0,car,0 days 00:00:40.108000,0 days 02:22:39.699000,2559.386666666666
2024-05-05 21:30:20.667,10839.0,308.0,8,99.0,False,0,car,0 days 00:00:40.308000,0 days 02:22:39.899000,2576.497777777777
2024-05-05 21:30:20.827,10866.0,308.0,8,99.0,False,0,car,0 days 00:00:40.468000,0 days 02:22:40.059000,2590.1866666666665
2024-05-05 21:30:21.027,10861.0,308.0,8,99.0,False,0,car,0 days 00:00:40.668000,0 days 02:22:40.259000,2607.2977777777774
2024-05-05 21:30:21.347,10903.0,309.0,8,99.0,False,0,car,0 days 00:00:40.988000,0 days 02:22:40.579000,2634.764444444444
2024-05-05 21:30:21.547,10918.0,309.0,8,99.0,False,0,car,0 days 00:00:41.188000,0 days 02:22:40.779000,2651.931111111111
2024-05-05 21:30:21.747,10919.0,309.0,8,99.0,False,0,car,0 days 00:00:41.388000,0 days 02:22:40.979000,2669.0977777777775
2024-05-05 21:30:22.027,10914.0,310.0,8,99.0,False,0,car,0 days 00:00:41.668000,0 days 02:22:41.259000,2693.208888888889
2024-05-05 21:30:22.307,10913.0,310.0,8,98.0,False,0,car,0 days 00:00:41.948000,0 days 02:22:41.539000,2717.32
2024-05-05 21:30:22.747,10951.0,311.0,8,99.0,False,0,car,0 days 00:00:42.388000,0 days 02:22:41.979000,2755.331111111111
2024-05-05 21:30:22.947,10949.0,311.0,8,99.0,False,0,car,0 days 00:00:42.588000,0 days 02:22:42.179000,2772.608888888889
2024-05-05 21:30:23.147,10967.0,311.0,8,99.0,False,0,car,0 days 00:00:42.788000,0 days 02:22:42.379000,2789.8866666666663
2024-05-05 21:30:23.467,10987.0,311.0,8,99.0,False,0,car,0 days 00:00:43.108000,0 days 02:22:42.699000,2817.531111111111
2024-05-05 21:30:24.427,10886.0,310.0,8,99.0,False,0,car,0 days 00:00:44.068000,0 days 02:22:43.659000,2900.1977777777774
2024-05-05 21:30:24.786,10665.0,308.0,8,21.0,False,0,car,0 days 00:00:44.427000,0 days 02:22:44.018000,2930.912222222222
2024-05-05 21:30:25.226,11661.0,297.0,8,0.0,False,0,car,0 days 00:00:44.867000,0 days 02:22:44.458000,2967.212222222222
2024-05-05 21:30:25.506,10889.0,277.0,7,0.0,True,0,car,0 days 00:00:45.147000,0 days 02:22:44.738000,2988.7566666666667
2024-05-05 21:30:25.827,9327.0,234.0,7,0.0,True,0,car,0 days 00:00:45.468000,0 days 02:22:45.059000,3009.621666666667
2024-05-05 21:30:25.987,9755.0,208.0,7,0.0,True,0,car,0 days 00:00:45.628000,0 days 02:22:45.219000,3018.866111111111
2024-05-05 21:30:26.267,9664.0,183.0,7,0.0,True,0,car,0 days 00:00:45.908000,0 days 02:22:45.499000,3033.0994444444445
2024-05-05 21:30:26.507,9378.0,155.0,5,0.0,True,0,car,0 days 00:00:46.148000,0 days 02:22:45.739000,3043.432777777778
2024-05-05 21:30:26.867,9436.0,136.0,3,0.0,True,0,car,0 days 00:00:46.508000,0 days 02:22:46.099000,3057.032777777778
2024-05-05 21:30:27.067,8537.0,126.0,3,0.0,True,0,car,0 days 00:00:46.708000,0 days 02:22:46.299000,3064.032777777778
2024-05-05 21:30:27.347,7956.0,116.0,3,0.0,True,0,car,0 days 00:00:46.988000,0 days 02:22:46.579000,3073.0550000000003
2024-05-05 21:30:27.707,7585.0,106.0,3,0.0,True,0,car,0 days 00:00:47.348000,0 days 02:22:46.939000,3083.655
2024-05-05 21:30:28.107,6901.0,98.0,3,0.0,False,0,car,0 days 00:00:47.748000,0 days 02:22:47.339000,3094.543888888889
2024-05-05 21:30:28.507,6474.0,93.0,3,6.0,False,0,car,0 days 00:00:48.148000,0 days 02:22:47.739000,3104.8772222222224
2024-05-05 21:30:28.747,6760.0,91.0,3,13.0,False,0,car,0 days 00:00:48.388000,0 days 02:22:47.979000,3110.943888888889
2024-05-05 21:30:28.907,6875.0,92.0,3,27.0,False,0,car,0 days 00:00:48.548000,0 days 02:22:48.139000,3115.032777777778
2024-05-05 21:30:29.147,7269.0,95.0,3,37.0,False,0,car,0 days 00:00:48.788000,0 days 02:22:48.379000,3121.366111111111
2024-05-05 21:30:29.507,7757.0,104.0,3,59.0,False,0,car,0 days 00:00:49.148000,0 days 02:22:48.739000,3131.766111111111
2024-05-05 21:30:29.667,8354.0,107.0,3,63.0,False,0,car,0 days 00:00:49.308000,0 days 02:22:48.899000,3136.5216666666665
2024-05-05 21:30:29.867,8610.0,114.0,3,69.0,False,0,car,0 days 00:00:49.508000,0 days 02:22:49.099000,3142.855
2024-05-05 21:30:30.107,9101.0,123.0,3,31.0,False,0,car,0 days 00:00:49.748000,0 days 02:22:49.339000,3151.055
2024-05-05 21:30:30.347,8730.0,123.0,3,4.0,False,0,car,0 days 00:00:49.988000,0 days 02:22:49.579000,3159.255
2024-05-05 21:30:30.507,8515.0,122.0,3,0.0,False,0,car,0 days 00:00:50.148000,0 days 02:22:49.739000,3164.6772222222226
2024-05-05 21:30:30.827,8044.0,116.0,3,0.0,True,0,car,0 days 00:00:50.468000,0 days 02:22:50.059000,3174.9883333333337
2024-05-05 21:30:31.027,7919.0,114.0,3,0.0,True,0,car,0 days 00:00:50.668000,0 days 02:22:50.259000,3181.3216666666667
2024-05-05 21:30:31.267,7600.0,110.0,3,0.0,False,0,car,0 days 00:00:50.908000,0 days 02:22:50.499000,3188.655
2024-05-05 21:30:31.626,7322.0,105.0,3,0.0,False,0,car,0 days 00:00:51.267000,0 days 02:22:50.858000,3199.1258333333335
